City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Alekseyevskaya,RU,50.2896,42.1845,61.81,89,100,7.45,overcast clouds
345,Tezu,IN,27.9167,96.1667,75.4,75,7,4.07,clear sky
346,Arona,ES,28.0996,-16.681,67.03,77,75,19.57,broken clouds
347,Cherskiy,RU,68.75,161.3,46.6,53,100,6.08,overcast clouds
348,Sakaiminato,JP,35.55,133.2333,65.48,92,66,11.03,broken clouds
349,Lixourion,GR,38.2019,20.4314,66.2,100,0,0.0,clear sky
350,Mirador,BR,-6.3708,-44.3631,87.01,49,56,7.63,broken clouds
351,Wesselsbron,ZA,-27.8549,26.3658,47.86,41,0,5.61,clear sky
352,Coihueco,CL,-36.6167,-71.8333,48.94,50,0,4.61,clear sky
353,Coro,VE,11.4045,-69.6734,86.92,63,73,25.86,broken clouds
354,Pires Do Rio,BR,-17.2997,-48.2794,79.99,31,0,2.01,clear sky
355,Gander,CA,48.9682,-54.5906,66.16,32,95,5.99,overcast clouds
356,Tsogni,GA,-2.7942,10.0988,72.48,93,42,5.64,scattered clouds
357,Touros,BR,-5.1989,-35.4608,80.53,78,19,9.37,few clouds
358,Bilibino,RU,68.0546,166.4372,52.32,49,100,6.06,overcast clouds
359,Sri Aman,MY,1.2376,111.4621,74.07,98,93,0.16,overcast clouds
360,Lodwar,KE,3.1191,35.5973,87.03,39,61,5.93,broken clouds
361,Linares,CL,-35.85,-71.6,51.4,44,0,4.36,clear sky
362,Gigmoto,PH,13.7796,124.39,79.95,80,100,2.44,overcast clouds
363,Pouebo,NC,-20.4,164.5667,73.67,84,58,4.61,broken clouds
364,Vung Tau,VN,10.346,107.0843,81.36,82,100,9.53,overcast clouds
365,Gorontalo,ID,0.5412,123.0595,74.46,90,79,2.37,broken clouds
366,Longyearbyen,SJ,78.2186,15.6401,40.84,87,40,17.27,fog
367,Hudson Bay,CA,52.85,-102.3842,52.99,94,100,10.98,overcast clouds
368,Buraydah,SA,26.326,43.975,88.88,9,0,10.04,clear sky
369,Ponta Delgada,PT,37.7333,-25.6667,61.5,94,75,3.44,light intensity shower rain
370,Letterkenny,IE,54.95,-7.7333,51.69,81,27,6.55,scattered clouds
371,Broken Hill,AU,-31.95,141.4333,49.5,79,54,16.98,broken clouds
372,Bermeo,ES,43.4209,-2.7215,64.6,70,100,4.29,overcast clouds
373,Pacific Grove,US,36.6177,-121.9166,71.55,73,0,12.66,clear sky
374,Waspan,NI,14.7419,-83.9717,79.61,88,100,3.04,overcast clouds
375,Dedougou,BF,12.4667,-3.4667,84.61,53,100,15.59,overcast clouds
376,Ketchikan,US,55.3422,-131.6461,63.07,63,0,6.91,clear sky
377,Fortuna,US,40.5982,-124.1573,62.85,66,0,19.57,clear sky
378,Ostrovnoy,RU,68.0531,39.5131,35.74,90,48,6.11,scattered clouds
379,Zaranj,AF,30.9667,61.8833,79.03,15,0,21.21,clear sky
380,Marsta,SE,59.6216,17.8548,53.47,76,0,8.05,clear sky
381,Gat,IL,31.61,34.7642,80.4,62,0,3.33,clear sky
382,Neuquen,AR,-38.9516,-68.0591,45.91,33,0,2.57,clear sky
383,Puerto Penasco,MX,31.3167,-113.5333,74.91,69,0,10.0,clear sky
384,Loikaw,MM,19.6742,97.2094,69.6,89,98,2.08,overcast clouds
385,Kirakira,SB,-10.4544,161.9205,80.04,82,46,5.55,scattered clouds
386,Tambacounda,SN,13.7539,-13.7586,101.35,21,12,3.6,few clouds
387,Vardo,NO,70.3705,31.1107,42.78,75,0,3.44,clear sky
388,Maldonado,UY,-34.6667,-54.9167,48.22,65,91,14.5,overcast clouds
389,Ambad,IN,19.6167,75.8,84.04,50,89,16.75,overcast clouds
390,Arica,CL,-18.475,-70.3042,71.15,63,0,10.36,clear sky
391,Goryachegorsk,RU,55.4053,88.9154,55.24,74,59,7.94,broken clouds
392,Trinidad,BO,-14.8333,-64.9,87.24,52,78,5.46,broken clouds
393,Baijiantan,CN,45.6333,85.1833,72.82,46,100,15.55,overcast clouds
394,Sola,VU,-13.8833,167.55,81.79,74,83,11.77,broken clouds
395,Biak,ID,-0.9131,122.8766,76.93,85,73,1.92,broken clouds
396,Paamiut,GL,61.994,-49.6678,34.02,94,94,1.81,overcast clouds
397,Pamplona,ES,42.8169,-1.6432,64.31,59,0,9.22,clear sky
398,Faya,SA,18.3851,42.4509,70.32,34,44,3.87,scattered clouds
399,Praia,CV,14.9215,-23.5087,75.74,73,20,14.97,few clouds
400,Margate,GB,51.3813,1.3862,55.31,67,96,1.99,overcast clouds
401,Yulara,AU,-25.2406,130.9889,49.32,51,100,7.92,overcast clouds
402,Prior Lake,US,44.7133,-93.4227,83.64,65,100,21.85,overcast clouds
403,Kungurtug,RU,50.5994,97.5228,41.45,87,77,2.19,broken clouds
404,Pevek,RU,69.7008,170.3133,33.73,86,100,2.46,light snow
405,Havoysund,NO,70.9963,24.6622,48.43,56,2,10.71,clear sky
406,Safaga,EG,26.7292,33.9365,87.33,30,0,8.88,clear sky
407,Yenagoa,NG,4.9247,6.2642,75.81,94,100,4.09,overcast clouds
408,Shancheng,CN,34.7953,116.0817,68.99,45,97,9.82,overcast clouds
409,Glenwood Springs,US,39.5505,-107.3248,58.12,75,75,13.62,broken clouds
410,Shouguang,CN,36.88,118.7375,68.56,26,1,9.66,clear sky
411,Xai-Xai,MZ,-25.0519,33.6442,69.33,66,100,11.83,overcast clouds
412,Hue,VN,16.4667,107.6,80.71,83,20,2.3,few clouds
413,Clyde River,CA,70.4692,-68.5914,28.65,70,3,3.74,clear sky
414,Salinopolis,BR,-0.6136,-47.3561,81.61,79,66,7.2,heavy intensity rain
415,Yarega,RU,63.4354,53.5765,49.69,78,88,5.01,overcast clouds
416,Wahpeton,US,46.2652,-96.6059,70.52,83,75,8.05,haze
417,Amarkantak,IN,22.6667,81.75,76.26,38,72,2.55,broken clouds
418,Lorengau,PG,-2.0226,147.2712,78.84,85,100,8.81,moderate rain
419,Chicama,PE,-7.8447,-79.1469,61.34,63,8,9.89,clear sky
420,Caxito,AO,-8.5785,13.6643,69.35,96,61,1.52,broken clouds
421,Pavilosta,LV,56.8879,21.1859,51.71,91,100,6.8,light rain
422,Ulladulla,AU,-35.35,150.4667,52.7,66,87,14.56,overcast clouds
423,Shimoda,JP,34.6667,138.95,67.78,86,100,8.55,overcast clouds
424,Palafrugell,ES,41.9174,3.1631,69.35,31,100,4.07,overcast clouds
425,Olawa,PL,50.9466,17.2926,53.64,84,14,5.23,few clouds
426,Chalisgaon,IN,20.4667,75.0167,85.06,52,8,14.18,clear sky
427,Ancud,CL,-41.8697,-73.8203,45.34,72,48,2.1,scattered clouds
428,Kruisfontein,ZA,-34.0033,24.7314,49.89,58,100,10.09,overcast clouds
429,Novikovo,RU,51.1537,37.8879,60.62,82,97,7.27,overcast clouds
430,Campina Grande,BR,-7.2306,-35.8811,71.08,94,67,7.05,broken clouds
431,Koygorodok,RU,60.445,50.9968,50.36,97,95,3.44,overcast clouds
432,Pitea,SE,65.3172,21.4794,59.09,90,95,5.35,overcast clouds
433,Lahaina,US,20.8783,-156.6825,87.8,71,32,4.68,scattered clouds
434,Wattegama,LK,6.7989,81.4808,76.53,80,100,8.21,overcast clouds
435,Canyon,US,34.9803,-101.9188,90.52,10,0,17.74,clear sky
436,Yunhe,CN,34.0833,119.7167,59.9,41,38,8.34,scattered clouds
437,Husavik,IS,66.0449,-17.3389,54.5,55,4,8.28,clear sky
438,Yarada,IN,17.65,83.2667,84.52,94,20,2.3,mist
439,Kailua,US,21.4022,-157.7394,82.38,66,0,12.66,clear sky
440,Graaff-Reinet,ZA,-32.2522,24.5308,50.45,30,100,8.08,overcast clouds
441,Siniscola,IT,40.5719,9.6922,69.35,65,17,2.8,few clouds
442,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,87,75,12.66,broken clouds
443,Progreso,MX,21.2833,-89.6667,93.31,58,96,13.89,overcast clouds
444,Shemonaikha,KZ,50.6328,81.9056,65.07,50,100,2.21,overcast clouds
445,Abu Samrah,SY,35.3029,37.1841,79.0,29,0,8.05,clear sky
446,Winton,US,37.3894,-120.6133,78.82,25,0,16.11,clear sky
447,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,42.78,100,75,2.24,broken clouds
448,Aiken,US,33.5835,-81.5998,92.1,53,40,10.36,scattered clouds
449,Muromtsevo,RU,56.3724,75.2418,55.09,79,100,5.3,overcast clouds
450,Nemuro,JP,43.3236,145.575,43.81,96,100,13.91,overcast clouds
451,Lasa,IT,46.6166,10.7002,54.36,95,94,1.74,overcast clouds
452,Seydi,TM,39.4816,62.9137,76.14,23,0,8.72,clear sky
453,Filotion,GR,37.05,25.5,68.2,82,0,3.0,clear sky
454,Salalah,OM,17.0151,54.0924,84.29,84,75,5.75,broken clouds
455,Lagoa,PT,39.05,-27.9833,58.44,70,63,28.14,broken clouds
456,Kasungu,MW,-13.0333,33.4833,58.69,72,1,4.63,clear sky
457,Evensk,RU,61.95,159.2333,42.66,75,100,4.43,overcast clouds
458,Hazorasp,UZ,41.3194,61.0742,69.64,20,0,14.92,clear sky
459,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.93,53,34,1.95,scattered clouds
460,Stornoway,GB,58.2093,-6.3865,48.16,88,100,10.36,overcast clouds
461,Atakpame,TG,7.5333,1.1333,74.66,86,70,5.03,broken clouds
462,Camacha,PT,33.0833,-16.3333,65.62,73,20,23.02,few clouds
463,Aktash,RU,50.3,87.7333,46.22,57,100,2.93,overcast clouds
464,Tautira,PF,-17.7333,-149.15,78.76,71,80,6.78,broken clouds
465,Hami,CN,42.8,93.45,81.18,20,0,17.36,clear sky
466,Quepos,CR,9.4236,-84.1652,82.13,74,69,4.65,broken clouds
467,Trang,TH,7.5,99.5,74.48,98,100,1.39,overcast clouds
468,Maruim,BR,-10.7375,-37.0817,76.96,91,27,7.56,scattered clouds
469,Balsas,BR,-7.5325,-46.0356,90.81,40,13,3.33,few clouds
470,Bereda,ES,43.2686,-7.5406,60.58,98,100,1.57,overcast clouds
471,Torbay,CA,47.6666,-52.7314,66.76,71,22,1.01,few clouds
472,Asau,RO,46.4333,26.4,67.12,93,1,5.01,clear sky
473,Mancheral,IN,18.8667,79.4333,92.68,35,88,9.1,overcast clouds
474,Tupik,RU,54.4253,119.9327,41.05,97,100,3.6,light rain
475,Coihaique,CL,-45.5752,-72.0662,33.75,80,0,3.44,clear sky
476,Kununurra,AU,-15.7667,128.7333,66.18,94,87,1.14,overcast clouds
477,Cairns,AU,-16.9167,145.7667,67.06,97,10,0.0,clear sky
478,Wajid,SO,3.8093,43.2471,78.13,64,90,14.38,overcast clouds
479,Konyshevka,RU,51.8418,35.2941,58.64,95,100,8.16,overcast clouds
480,Sumenep,ID,-7.0167,113.8667,78.19,83,15,2.8,few clouds
481,Kiruna,SE,67.8557,20.2251,59.92,51,20,6.91,few clouds
482,Maunabo,PR,18.0072,-65.8993,88.65,70,13,15.19,few clouds
483,San Pedro De Uraba,CO,8.2752,-76.3764,83.97,78,100,4.72,overcast clouds
484,Guarumal,PA,8.35,-82.5333,84.29,74,40,6.91,scattered clouds
485,Brigantine,US,39.4101,-74.3646,84.2,67,0,13.8,clear sky
486,Mao,ES,39.8885,4.2658,68.56,88,20,4.61,few clouds
487,Hurghada,EG,27.2574,33.8129,87.4,21,0,16.78,clear sky
488,High Level,CA,58.5169,-117.136,62.71,31,75,2.3,broken clouds
489,Sarszentmihaly,HU,47.1532,18.3388,56.91,85,97,2.77,overcast clouds
490,Solnechnyy,RU,50.7214,136.6319,53.85,87,100,3.24,overcast clouds
491,Shalya,RU,57.2471,58.7298,45.75,98,97,7.67,overcast clouds
492,Kyra,RU,49.5776,111.9753,39.22,51,0,6.49,clear sky
493,Ivolginsk,RU,51.7492,107.2837,42.46,65,99,4.47,overcast clouds
494,Brewster,US,41.3973,-73.6171,89.6,52,0,10.36,clear sky
495,Paro,BT,27.4305,89.4133,60.1,96,99,0.96,overcast clouds
496,Bremervorde,DE,53.4833,9.1333,51.98,88,33,4.23,scattered clouds
497,Monywa,MM,22.1167,95.1333,86.4,63,91,9.95,overcast clouds
498,Poselki,RU,53.1324,46.5031,51.71,78,53,4.07,broken clouds
499,Fort Payne,US,34.4442,-85.7197,88.72,53,40,5.75,scattered clouds
500,Ajdabiya,LY,30.7554,20.2263,74.91,51,4,8.12,clear sky
501,La Seyne-Sur-Mer,FR,43.0982,5.8847,69.89,66,89,4.59,overcast clouds
502,Caxias,PT,38.7031,-9.2767,67.48,83,100,9.22,light intensity drizzle
503,Tual,ID,-5.6667,132.75,82.6,70,100,2.75,light rain
504,Dzilam Gonzalez,MX,21.2833,-88.9333,86.32,58,100,12.64,overcast clouds
505,Idah,NG,7.1065,6.7342,79.32,79,100,6.35,overcast clouds
506,Tonekabon,IR,36.8163,50.8738,70.9,65,0,2.15,clear sky
507,La Crosse,US,43.8014,-91.2396,87.78,53,0,19.57,clear sky
508,Raga,SS,8.4596,25.678,79.36,47,74,3.22,broken clouds
509,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,90,98,10.98,light rain
510,Kutum,SD,14.2,24.6667,82.4,11,0,8.48,clear sky
511,Hit,IQ,33.6416,42.8251,91.72,13,0,9.95,clear sky
512,Qazanbulaq,AZ,40.6192,46.6519,74.3,48,51,6.82,broken clouds
513,Vozdvizhenka,RU,43.9,131.95,49.93,97,100,6.2,light rain
514,Lazaro Cardenas,MX,17.9583,-102.2,85.24,62,20,16.82,few clouds
515,Ginda,IN,30.6945,78.4932,61.5,47,0,7.45,clear sky
516,Zhanaozen,KZ,43.3,52.8,78.64,16,0,9.46,clear sky
517,Malakal,SS,9.5334,31.6605,86.09,43,24,6.73,few clouds
518,Hanzhong,CN,33.0728,107.0303,71.64,55,100,0.81,overcast clouds
519,Jauja,PE,-11.7758,-75.4966,61.61,49,98,9.35,overcast clouds
520,Reconquista,AR,-29.15,-59.65,56.12,39,16,8.61,few clouds
521,Horn,DE,51.8715,8.9451,49.98,79,58,2.26,broken clouds
522,Portland,US,45.5234,-122.6762,62.47,70,75,6.91,broken clouds
523,Inhambane,MZ,-23.865,35.3833,71.06,72,95,15.64,overcast clouds
524,Itaituba,BR,-4.2761,-55.9836,91.56,62,75,3.44,broken clouds
525,Marawi,PH,7.9986,124.2928,65.14,85,100,2.24,overcast clouds
526,Liepaja,LV,56.5419,21.0367,51.78,93,40,4.61,light rain
527,Banda Aceh,ID,5.5577,95.3222,80.62,78,100,13.09,overcast clouds
528,Masvingo,ZW,-20.0637,30.8277,58.64,66,0,10.69,clear sky
529,Bara,NG,10.3744,10.7288,87.66,30,46,2.04,scattered clouds
530,Santiago Del Estero,AR,-27.7951,-64.2615,52.29,24,100,6.82,overcast clouds
531,Taoudenni,ML,22.6783,-3.9836,100.49,11,97,10.31,overcast clouds
532,Gudur,IN,14.1333,79.85,89.58,52,100,8.88,overcast clouds
533,Tomatlan,MX,19.9333,-105.25,87.8,49,49,13.47,scattered clouds
534,Verkhnetulomskiy,RU,68.6073,31.7962,44.73,57,9,7.52,clear sky
535,Camiri,BO,-20.05,-63.5167,56.98,88,100,0.0,overcast clouds
536,Verkhnevilyuysk,RU,63.4453,120.3167,43.61,92,100,7.58,overcast clouds
537,Mareeba,AU,-17.0,145.4333,62.44,91,33,2.19,scattered clouds
538,Udachnyy,RU,66.4167,112.4,41.45,55,19,11.61,few clouds
539,Tevriz,RU,57.509,72.4042,54.84,83,99,2.39,light rain
540,Zhangye,CN,38.9342,100.4517,66.7,21,79,1.79,broken clouds
541,Boundiali,CI,9.5217,-6.4869,83.61,52,100,3.69,overcast clouds
542,Dukat,RU,62.55,155.55,35.49,97,100,6.26,overcast clouds
543,Nelson Bay,AU,-32.7167,152.15,57.09,71,73,5.01,broken clouds
544,Canico,PT,32.6333,-16.85,69.01,86,75,26.46,broken clouds
545,Bairiki,KI,1.3292,172.9752,80.6,78,40,13.8,scattered clouds
546,Frankfort,ZA,-27.2667,28.4833,45.93,43,0,3.2,clear sky
547,Thinadhoo,MV,0.5333,72.9333,83.8,69,100,15.03,overcast clouds
548,Rockland,US,41.1668,-74.0496,88.97,50,67,1.01,broken clouds
549,Hailey,US,43.5196,-114.3153,45.9,93,100,9.22,light rain
550,Ballina,AU,-28.8667,153.5667,58.01,62,5,26.51,clear sky
551,Itarema,BR,-2.9248,-39.9167,79.2,87,44,13.56,scattered clouds
552,Aksarka,RU,66.5606,67.7975,40.98,56,46,9.37,scattered clouds
553,Lukovetskiy,RU,64.2956,41.9211,56.8,79,78,3.24,broken clouds
554,Vallenar,CL,-28.5708,-70.7581,69.91,26,100,4.5,overcast clouds
555,Kuandian,CN,40.7286,124.7847,46.81,74,7,2.44,clear sky
556,Oktyabrskoye,RU,43.0645,44.7417,67.35,82,28,4.47,scattered clouds
557,Spring Hill,US,28.4769,-82.5255,95.07,41,0,6.91,clear sky
558,Nichinan,JP,31.6,131.3667,67.78,93,99,6.93,overcast clouds
559,Saint-Francois,FR,46.4154,3.9054,60.24,48,0,4.61,clear sky
560,Lander,US,42.833,-108.7307,43.99,86,100,6.91,moderate rain
561,Sao Gotardo,BR,-19.3111,-46.0489,71.76,45,0,3.36,clear sky
562,Birao,CF,10.2849,22.7882,84.42,42,73,3.09,broken clouds
563,Gushikawa,JP,26.3544,127.8686,76.62,94,75,11.5,light rain
564,Vigrestad,NO,58.5667,5.7,50.95,75,29,1.99,scattered clouds
565,Igarka,RU,67.4667,86.5833,38.41,83,76,18.41,broken clouds
566,Tianpeng,CN,30.9866,103.9393,72.07,77,97,2.17,overcast clouds
567,Oistins,BB,13.0667,-59.5333,84.29,65,40,16.11,scattered clouds
568,Ewa Beach,US,21.3156,-158.0072,82.35,57,75,10.36,broken clouds
569,Suluq,LY,31.6682,20.2521,76.3,42,14,8.37,few clouds
570,Tahe,CN,52.3333,124.7333,38.35,95,14,1.03,few clouds
571,Hay River,CA,60.8156,-115.7999,53.58,37,2,10.36,clear sky
572,Leander,US,30.5788,-97.8531,95.83,47,75,12.66,broken clouds
573,Butia,BR,-30.1197,-51.9622,52.32,67,0,4.94,clear sky
574,Rupert,US,42.6191,-113.6772,40.95,87,100,13.8,overcast clouds
575,Acarau,BR,-2.8856,-40.12,79.86,86,60,13.89,broken clouds
576,Prince Albert,CA,53.2001,-105.7677,55.49,71,99,18.03,overcast clouds
577,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.95,45,0,8.05,clear sky
578,Teya,RU,60.3778,92.6267,47.79,93,100,12.03,light rain
579,Nsanje,MW,-16.92,35.262,65.75,72,0,3.13,clear sky
580,Do Gonbadan,IR,30.3586,50.7981,84.29,12,0,0.0,clear sky
581,Nago,JP,26.5881,127.9761,77.45,94,96,6.31,overcast clouds
582,Pramanta,GR,39.5231,21.1014,63.19,86,4,0.98,clear sky
583,Marfino,RU,55.7028,37.3822,60.87,58,100,4.47,light rain
584,San Ramon,US,37.7799,-121.978,79.95,37,0,14.97,clear sky
585,Lingao,CN,19.9103,109.6859,78.67,91,100,8.43,overcast clouds
586,Meulaboh,ID,4.1363,96.1285,75.83,88,41,4.72,scattered clouds
587,Khandyga,RU,62.6667,135.6,45.12,97,100,3.22,light rain
588,Santa Luzia,BR,-19.7697,-43.8514,80.74,40,0,6.91,clear sky
589,Kaeo,NZ,-35.1,173.7833,59.99,89,100,5.3,overcast clouds
590,Avera,US,33.194,-82.5271,90.55,59,87,6.71,overcast clouds
591,Nouadhibou,MR,20.931,-17.0347,69.78,83,0,14.97,clear sky
592,Billings,US,45.7833,-108.5007,59.29,60,100,23.02,overcast clouds
593,Shaunavon,CA,49.6501,-108.4181,53.38,55,99,23.98,light rain
594,Boulder,US,40.0833,-105.3505,62.87,31,0,14.0,clear sky
595,Aksu,CN,41.1231,80.2644,73.89,28,97,18.92,overcast clouds
596,Joshimath,IN,30.5667,79.5667,61.14,61,16,3.94,few clouds
597,Kamen-Rybolov,RU,44.7481,132.0403,50.22,94,100,9.35,moderate rain
598,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,14.97,scattered clouds
599,San Jose De Guanipa,VE,8.8872,-64.1651,88.21,46,86,11.01,overcast clouds
600,Graham,US,47.0529,-122.2943,60.17,63,100,4.61,overcast clouds
601,Aasiaat,GL,68.7098,-52.8699,34.25,79,5,9.01,clear sky
602,Vilyuysk,RU,63.7553,121.6247,42.49,96,100,9.08,light rain
603,Mastic Beach,US,40.7668,-72.8521,84.18,65,0,10.36,clear sky
604,Panji,ID,-7.7253,114.0995,75.58,89,9,3.98,clear sky
605,Kralendijk,BQ,12.15,-68.2667,84.18,70,40,18.41,scattered clouds
606,Gejiu,CN,23.306,103.1635,56.17,95,100,3.6,overcast clouds
607,Prainha,BR,-1.8,-53.48,79.54,92,52,3.67,broken clouds
608,Ukiah,US,39.1502,-123.2078,74.44,40,0,12.66,clear sky
609,Labuhan,ID,-6.8844,112.2051,78.94,82,4,2.98,clear sky
610,Bubaque,GW,11.2833,-15.8333,80.19,77,100,12.55,overcast clouds
611,Bell Ville,AR,-32.6259,-62.6887,55.67,20,0,6.33,clear sky
612,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.13,86,100,8.12,overcast clouds
613,West Wendover,US,40.7391,-114.0733,56.41,30,40,13.8,scattered clouds
614,Batagay,RU,67.6333,134.6333,44.42,78,100,5.03,light rain
615,Zhuanghe,CN,39.7008,122.9911,59.18,69,82,3.78,broken clouds
616,Mpika,ZM,-11.8343,31.4529,54.46,57,0,4.21,clear sky
617,Bayan,CN,46.0833,127.4,47.64,86,77,3.98,broken clouds
618,Villazon,BO,-22.0866,-65.5942,57.7,8,99,25.41,overcast clouds
619,Hualmay,PE,-11.0964,-77.6139,67.08,71,70,10.98,broken clouds
620,Bonavista,CA,48.6499,-53.1147,49.08,79,11,15.1,few clouds
621,Pak Phanang,TH,8.3511,100.202,78.01,84,99,5.75,overcast clouds
622,Andenes,NO,69.3143,16.1194,58.98,55,0,4.61,clear sky
623,Tateyama,JP,34.9833,139.8667,65.1,84,100,7.45,overcast clouds
624,Benghazi,LY,32.1167,20.0667,73.33,61,47,8.19,scattered clouds
625,Sechura,PE,-5.5569,-80.8222,75.16,58,19,11.68,few clouds
626,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,41,100,17.27,overcast clouds
627,Soure,BR,-0.7167,-48.5233,80.4,82,88,6.13,overcast clouds
628,Turayf,SA,31.6725,38.6637,82.65,16,0,0.0,clear sky
629,Wanaka,NZ,-44.7,169.15,51.71,90,100,6.06,overcast clouds
630,Baglung,NP,28.2719,83.5898,67.77,78,46,4.9,scattered clouds
631,Eureka,US,40.8021,-124.1637,65.68,69,2,11.99,clear sky
632,Saint-Joseph,RE,-21.3667,55.6167,68.38,70,21,12.53,few clouds
633,Waldshut-Tiengen,DE,47.6232,8.2172,59.83,65,31,4.72,scattered clouds
634,Mandera,KE,3.9366,41.867,82.31,56,98,14.38,overcast clouds
635,Ust-Tsilma,RU,65.441,52.1498,51.42,54,15,4.07,few clouds
636,Kardamas,GR,37.7667,21.3333,71.91,88,0,0.0,clear sky
637,Puerto Colombia,CO,10.9878,-74.9547,83.53,74,16,14.38,few clouds
638,Roma,US,43.2128,-75.4557,86.83,48,0,8.05,clear sky
639,Poum,NC,-20.2333,164.0167,77.29,79,60,10.89,broken clouds
640,Canberra,AU,-35.2835,149.1281,44.67,92,75,17.27,broken clouds
641,Teahupoo,PF,-17.8333,-149.2667,78.76,74,95,7.07,light rain
642,Leticia,CO,-4.2153,-69.9406,80.65,83,75,4.61,broken clouds
643,Krasnyy Chikoy,RU,50.3643,108.7512,39.49,54,100,3.06,overcast clouds
644,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,77,75,30.74,broken clouds
645,Abu Zabad,SD,12.35,29.25,88.41,16,58,4.43,broken clouds
646,Ust-Kulom,RU,61.6864,53.6902,43.29,92,53,3.96,broken clouds
647,Vostok,RU,46.4856,135.8833,46.38,84,100,2.75,moderate rain
648,Huarmey,PE,-10.0681,-78.1522,68.29,72,73,11.23,broken clouds
649,Priiskovyy,RU,51.9333,116.6333,40.55,90,100,3.94,overcast clouds
650,Zhovtneve,UA,50.6637,24.2492,52.88,82,67,1.88,broken clouds
651,Jardim,BR,-21.4803,-56.1381,65.52,94,100,5.84,overcast clouds
652,Pathein,MM,16.7833,94.7333,79.97,88,98,4.7,overcast clouds
653,Naryan-Mar,RU,67.6713,53.087,39.67,70,21,10.76,few clouds
654,Makarov,RU,48.6333,142.8,41.25,93,100,2.46,overcast clouds
655,Nabire,ID,-3.3667,135.4833,75.94,85,100,3.22,overcast clouds
656,Makat,KZ,47.6469,53.3463,79.56,23,0,5.32,clear sky
657,Toamasina,MG,-18.1667,49.3833,64.4,94,20,5.75,few clouds
658,Kemi,FI,65.8596,24.8228,60.57,63,0,8.05,clear sky
659,Tastur,TN,36.5513,9.4431,74.03,70,13,1.14,few clouds
660,Shakhtinsk,KZ,49.71,72.5872,61.41,67,100,8.32,overcast clouds
661,Tinskoy,RU,56.1525,96.9161,49.95,91,87,9.04,light rain
662,Farsund,NO,58.0948,6.8047,51.94,27,88,3.24,overcast clouds
663,Anadyr,RU,64.75,177.4833,43.3,75,81,11.18,fog
664,Arlit,NE,18.7369,7.3853,94.89,6,4,9.44,clear sky
665,Rudbar,AF,30.15,62.6,76.68,19,0,8.77,clear sky
666,Kaitangata,NZ,-46.2817,169.8464,51.75,80,100,4.5,overcast clouds
667,Teknaf,BD,20.8624,92.3058,79.74,89,20,6.67,few clouds
668,Linhares,BR,-19.3911,-40.0722,77.61,69,4,3.2,clear sky
669,Doka,SD,13.5167,35.7667,90.5,16,5,4.99,clear sky
670,Berdigestyakh,RU,62.0989,126.6992,49.62,98,100,4.0,light rain
671,Limin Khersonisou,GR,35.3162,25.3928,73.04,88,0,4.61,clear sky
672,Emirdag,TR,39.0197,31.15,68.61,34,7,4.97,clear sky
673,Chapais,CA,49.7834,-74.8492,47.98,89,100,5.23,overcast clouds
674,Vila Velha,BR,-20.3297,-40.2925,80.55,84,0,11.5,clear sky
675,Marsa Matruh,EG,31.3525,27.2453,70.41,85,0,12.26,clear sky
676,Maragogi,BR,-9.0122,-35.2225,78.13,85,100,7.9,overcast clouds
677,Genthin,DE,52.4,12.1667,53.06,83,34,3.42,scattered clouds
678,Kasempa,ZM,-13.4584,25.8338,56.1,55,0,4.65,clear sky
679,Iskateley,RU,67.6803,53.1512,39.61,70,21,10.76,few clouds
680,Ayan,RU,56.45,138.1667,35.35,95,100,15.32,light rain
681,Aban,RU,56.67,96.06,50.95,83,69,12.21,light rain
682,Teguldet,RU,57.3064,88.1667,50.47,94,21,8.25,few clouds
683,Pierre,US,44.3683,-100.351,63.52,75,100,21.85,overcast clouds
684,Bodo,NO,67.28,14.405,60.84,60,0,14.97,clear sky
685,Norman Wells,CA,65.282,-126.8329,68.04,34,75,5.75,broken clouds
686,Novorudnyy,RU,51.5026,58.1873,55.67,79,100,10.09,overcast clouds
687,Naze,JP,28.3667,129.4833,74.32,88,100,10.76,overcast clouds
688,Capreol,CA,46.706,-80.9225,75.9,65,75,17.27,broken clouds
689,Paragominas,BR,-2.9667,-47.4833,80.6,78,73,3.76,broken clouds
690,Beidao,CN,34.5686,105.8933,63.57,54,100,3.87,overcast clouds
691,Aitape,PG,-3.1374,142.3475,75.92,93,100,2.44,moderate rain
692,Lipin Bor,RU,60.2622,37.9763,48.42,92,16,2.64,few clouds
693,Tzaneen,ZA,-23.8332,30.1635,57.24,79,97,4.03,overcast clouds
694,Fenyi,CN,27.8112,114.6681,71.87,97,100,0.67,overcast clouds
695,Bogorodskoye,RU,56.55,37.8833,54.23,72,100,6.24,overcast clouds
